Country, Variable, Unit, Symbol, "1965", "1966", "1967", "1968", "1969", "1970", "1971", "1972", "1973", "1974", "1975", "1976", "1977", "1978", "1979", "1980", "1981", "1982", "1983", "1984", "1985", "1986", "1987", "1988", "1989", "1990", "1991", "1992", "1993", "1994", "1995", "1996", "1997", "1998", "1999", "2000", "2001", "2002", "2003", "2004", "2005", "2006", "2007", "2008", "2009", "2010", "2011", "2012", "2013", "2014", "2015", "2016", "2017", "2018", "2019", "2020"
Nicaragua, Industrial water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.03, 0.04, 0.05, 0.05, 0.06, 0.07, , 0.07, 0.07, , 0.07, 0.06, 0.05, 0.05, 0.04, 0.03, 0.03, 0.02, 0.01, 0.01, , 
Niger, Industrial water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , 0.01, , , , , , , , , , , , , , , , , , , , , , , , 0.01, , 0.03, 0.03, 0.03, 0.04, 0.04, 0.04, 
Niger, Industrial water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.03, , , , , 0.03, , , , , , , , , , , , , , , 
Niger, Industrial water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , 0.01, 0.01, 0.01, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.03, 0.03, , 0.03, 0.03, 0.03, 0.03, , 0.03, 0.03, 0.02, 0.02, 0.02, 0.02, , 0.02, , , , , , , 0.04
Nigeria, Industrial water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , 0.55, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Nigeria, Industrial water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1.55, , , , , 1.97, , , , , 1.97, , , , , , , , , , 
Nigeria, Industrial water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , 0.62, 0.7, 0.78, 0.86, 0.93, 1.01, 1.09, 1.17, 1.24, 1.32, 1.4, 1.48, , 1.64, 1.72, 1.8, 1.88, , 1.97, 1.97, 1.97, 1.97, , 1.97, 1.97, 1.97, 1.97, 1.97, 1.97, 1.97, 1.97, 1.97, 1.97
North Macedonia, Industrial water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.27, , , , , , , , , , , , , , , , , , , , , , , , 
North Macedonia, Industrial water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.23, 0.19, 0.15, , 0.12, , 0.32, 0.5, , 0.44, , 0.18, 0.17, 0.15, 0.14, 0.12, , 0.08, 0.05, , 0.02, , , 0.02
North Macedonia, Industrial water withdrawal, 10^9 m3/year, X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.1, , 0.14, , , 0.68, , 0.2, , , , , , 0.11, , , 0.02, , 0.02, 0.02, 
Norway, Industrial water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.87, 0.82, , 0.83, 0.89, 0.94, 0.99, 1.04, 1.09, , , 1.15, , 1.07, 1.07, 1.07, 1.07, 1.07, 1.07, 1.07, 1.07, 1.07, 1.07, 1.07
Norway, Industrial water withdrawal, 10^9 m3/year, X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.91, , , 0.78, , , , , , , 1.15, 1.23, , 1.07, , , , , , , , , , , 
Oman, Industrial water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.02, , , , , , , , , , , , 0.02, , , , , , , , , , , , , 0.24, 0.24, 0.24, , 
Oman, Industrial water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.03, , , , , , , , , , , , , 0.14, , , , , , , 
Oman, Industrial water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.02, 0.02, 0.02, 0.02, 0.03, 0.03, 0.03, 0.03, , 0.03, 0.02, , 0.03, 0.04, 0.05, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, , 0.17, 0.2, , , , 0.24, 0.24
Pakistan, Industrial water withdrawal, 10^9 m3/year, , , , , , , , , , , , 1.53, , , , , , , , , , , , , , , , 2.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Pakistan, Industrial water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 3.47, , , , , , , , , , , , , , , , , , , , 
Pakistan, Industrial water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , 1.59, 1.65, 1.72, 1.78, 1.84, 1.9, 1.96, 2.02, 2.08, 2.14, 2.2, 2.26, 2.32, 2.38, 2.44, , 2.61, 2.72, 2.82, 2.93, 3.04, 3.15, 3.25, 3.36, , 3.21, 2.95, 2.69, 2.44, 2.18, 1.92, 1.66, , 1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.4
Pakistan, Industrial water withdrawal, 10^9 m3/year, X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1.4, , , , , , , , , , , , 
Palestine, Industrial water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.01, , , , , 0.03, , , , , , , , , , , , 0.03, 0.03, 0.03, 0.03
Palestine, Industrial water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.02, 0.02, 0.02, 0.03, , 0.03, 0.03, 0.03, 0.02, 0.02, 0.02, 0.02, 0.03, 0.02, 0.03, 0.03, , , , 
Panama, Industrial water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.01, , , 0.01, 0.01, 0.01, 0.01, , , , 
Panama, Industrial water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.01, , , , , 0.02, , , , , , , , , , , , , , , 
Panama, Industrial water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.02, 0.02, 0.02, 0.02, , 0.02, 0.02, 0.01, 0.01, , 0.01, 0.01, , , , , 0.01, 0.01, 0.01, 0.01
Papua New Guinea, Industrial water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , 0.02, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Papua New Guinea, Industrial water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.12, , , , , 0.17, , , , , , , , , , , , , , , 
Papua New Guinea, Industrial water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , 0.03, 0.04, 0.04, 0.05, 0.06, 0.07, 0.07, 0.08, 0.09, 0.09, 0.1, 0.11, , 0.13, 0.14, 0.15, 0.16, , 0.17, 0.17, 0.17, 0.17, 0.17, 0.17, 0.17, 0.17, 0.17, 0.17, 0.17, 0.17, 0.17, 0.17, 0.17
Paraguay, Industrial water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , 0.03, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Paraguay, Industrial water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.04, , , , , , , , 0.15, , , , , , , , , , , , 
Paraguay, Industrial water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, , 0.05, 0.07, 0.08, 0.1, 0.11, 0.13, 0.14, , 0.15, 0.15, 0.15, 0.15, 0.15, 0.15, 0.15, 0.15, 0.15, 0.15, 0.15, 0.15
Peru, Industrial water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.29, , , , , , , , , , 3.42, 3.51, 
Peru, Industrial water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.6, 0.92, 1.23, 1.54, 1.86, 2.17, 2.48, 2.8, 3.11, , , 3.51
Philippines, Industrial water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2.3, , , , , , , , , , , 7.46, 7.35, 8.25, 8.25, 8.27, 8.96, 9.04, 9.05, 9.01, 9.93, 10.56, 15.92, 16.19, 9.88, 
Philippines, Industrial water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2.91, , , , , , , , , , , , , , , , , , , , 
Philippines, Industrial water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2.42, 2.54, 2.66, 2.78, , 3.67, 4.42, 5.18, 5.94, 6.7, , , , , , , , , , , , , , , 9.88
Poland, Industrial water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 7.65, , , , 7.64, 7.46, 7.48, 7.04, 6.51, 6.34, 5.87
Poland, Industrial water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 9.23, 9.28, 9.33, 9.38, , 9.29, 9.15, 9.02, 8.88, 8.74, 8.61, 8.47, 8.33, 8.2, 8.06, 7.92, 7.79, , 7.65, 7.65, 7.65, , , , , , , 
Poland, Industrial water withdrawal, 10^9 m3/year, X, , , , , , , , , , , , , , , , , , , , , , , , , , , , 9.18, , , , , 9.43, , , , , , , , , , , , , , , , , , , , , , , 
Portugal, Industrial water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1.83, 1.83, , 
Portugal, Industrial water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , 2.87, 2.64, 2.41, 2.18, 1.96, 1.73, , 1.51, 1.53, 1.55, 1.57, 1.58, 1.6, 1.62, 1.64, 1.65, 1.67, 1.69, 1.71, 1.72, 1.74, 1.76, 1.78, 1.79, 1.81, , , 1.83, 1.83
Portugal, Industrial water withdrawal, 10^9 m3/year, X, , , , , , , , , , , , , , , , , , , , , , , , , , , 3.1, , , , , , , 1.5, , , , , , , , , , , , , , , , , , , , , , 
Puerto Rico, Industrial water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , 3.44, , , , , , , , , , 3.04, , , , , 3.18, , , , , 3.15, , , , , 2.37, , , , , 
Puerto Rico, Industrial water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , 3.4, 3.36, 3.32, 3.28, 3.24, 3.2, 3.16, 3.12, 3.08, , 3.07, 3.1, 3.13, 3.16, , 3.18, 3.17, 3.16, 3.16, , 2.99, 2.84, 2.68, 2.52, , 2.37, 2.37, 2.37, 2.37, 2.37
Qatar, Industrial water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.01, , , , , , , , , , , 0.01, , , , , , , , 0.02, 0.09, , 0.14, 0.03, 0.04, 0.04, 0.04
Qatar, Industrial water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.01, , , , , , , , , , , , , , , , , , , , 
Qatar, Industrial water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.01, 0.01, 0.01, 0.01, 0.01, , 0.01, 0.01, 0.01, 0.01, , 0.01, 0.01, 0.01, 0.01, 0.01, 0.02, 0.02, , , 0.11, , , , , 
Republic of Korea, Industrial water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , 2.18, 2.37, 2.55, 2.73, 2.91, 3.1, , 3.51, 3.75, 3.98, 4.22, , 4.45, 4.45, 4.45, 4.45, 4.45, 4.45, 4.45, 4.45, 4.45, 4.45, 4.45, 4.45, 4.45, 4.45, 4.45, 4.45, 4.45, 4.45
Republic of Korea, Industrial water withdrawal, 10^9 m3/year, X, , , , , , , , , , , , , , , , , , , , , , , , , , 2, , , , , , , 3.28, , , , , 4.45, , , , , , , , , , , , , , , , , , 
Republic of Moldova, Industrial water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.92, , , , , , , , , , , , , , , , , , , , , , 0.65, 0.65, 0.65, 0.58, 0.58, 0.58, 0.58
Republic of Moldova, Industrial water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.99, , , , , 0.88, , , , , , , , , , , , , , , 
Republic of Moldova, Industrial water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.93, 0.94, 0.95, 0.96, 0.96, 0.97, 0.98, , 0.97, 0.95, 0.93, 0.9, , 0.86, 0.83, 0.81, 0.78, 0.75, 0.73, 0.7, 0.68, , , , , , , 
Romania, Industrial water withdrawal, 10^9 m3/year, , , , , , , 4.72, , , , , 6.65, , , , , 9.81, , , , , 9.34, , , , , 9.06, , , 8.74, , 8.02, , 7.43, 7.35, 7.18, 6.64, 6.04, 6.17, , , , 3.75, , 5.01, , 4.43, , , , 4.17, 4.17, 4.08, 4.23, 3.9, , 
Romania, Industrial water withdrawal, 10^9 m3/year, I, , , , , , , 5.11, 5.49, 5.88, 6.26, , 7.28, 7.91, 8.55, 9.18, , 9.72, 9.62, 9.53, 9.43, , 9.28, 9.23, 9.17, 9.12, , 8.95, 8.85, , 8.38, , 7.72, , , , , , , 5.57, 4.96, 4.36, , 4.38, , , , 4.38, , , , , , , , 3.9, 3.9
Romania, Industrial water withdrawal, 10^9 m3/year, X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4.16, , , 4.34, 4.3, , , , , , , 
Russian Federation, Industrial water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 47.5, , , , , , , 39.6, , , , , , , , , , , , , 34.79, 28.58, 28.36, 28.06, 29.03, , 
Russian Federation, Industrial water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 46.37, 45.24, 44.11, 42.99, 41.86, 40.73, , 39.34, 39.08, 38.82, 38.56, 38.3, 38.04, 37.79, 37.53, 37.27, 37.01, 36.75, 36.49, , , , , , 29.03, 29.03
Rwanda, Industrial water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , 0.01, , , , , , , , , , , , , 0.01, , , , , , , , , , , , , , , , , , , 0.01, 
Rwanda, Industrial water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.02, , , , , , , , , , , , , , , 
Rwanda, Industrial water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, , 0.01, 0.02, 0.02, 0.02, , 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, , 0.01
Saint Kitts and Nevis, Industrial water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Saint Kitts and Nevis, Industrial water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Saint Lucia, Industrial water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Saint Lucia, Industrial water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Saint Vincent and the Grenadines, Industrial water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Saint Vincent and the Grenadines, Industrial water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Sao Tome and Principe, Industrial water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Sao Tome and Principe, Industrial water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Saudi Arabia, Industrial water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.19, , , , , , , , , , , , 0.61, , , , , , , , 0.84, 0.89, 0.93, 0.98, 1.01, 1, 1.4, , 
Saudi Arabia, Industrial water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.29, , , , , , , , , , , , , , , , , , , , 
Saudi Arabia, Industrial water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.21, 0.22, 0.23, 0.24, 0.25, 0.27, 0.28, , 0.37, 0.45, 0.53, , 0.66, , 0.73, 0.75, 0.78, 0.8, 0.82, , , , , , , , 1.4, 1.4
Saudi Arabia, Industrial water withdrawal, 10^9 m3/year, X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.71, , , , , , , , , , , , , , 
Senegal, Industrial water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , 0.04, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Senegal, Industrial water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.06, , 0.06, , , , , , , , , , , , , , , , , , 
Senegal, Industrial water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , 0.04, 0.04, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.06, 0.06, 0.06, , 0.06, , 0.05, 0.05, 0.05, 0.04, 0.04, 0.04, 0.03, 0.03, 0.02, 0.02, 0.02, 0.01, 0.01, 0.01, , , , 
Serbia, Industrial water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2.68, 3.31, 3.41, 4.06, 4.19, 4.24, 3.99
Serbia, Industrial water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 3.1, , , , , , , , 
Serbia, Industrial water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2.89, , , , , , , 
Seychelles, Industrial water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Seychelles, Industrial water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Seychelles, Industrial water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Sierra Leone, Industrial water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , 0.01, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Sierra Leone, Industrial water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.05, , , , , 0.06, , , , , , , , , , , , , , , 
Sierra Leone, Industrial water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , 0.02, 0.02, 0.02, 0.03, 0.03, 0.03, 0.03, 0.04, 0.04, 0.04, 0.04, 0.05, , 0.05, 0.05, 0.05, 0.05, , 0.06, 0.06, 0.06, 0.06, 0.06, 0.06, 0.06, 0.06, 0.06, 0.06, 0.06, 0.06, 0.06, 0.06, 0.06
Singapore, Industrial water withdrawal, 10^9 m3/year, , , , , , , , , , , , 0.1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Singapore, Industrial water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.99, , , , , 1.22, , , , , , , , , , , , , , , 
Singapore, Industrial water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , 0.13, 0.17, 0.2, 0.24, 0.28, 0.31, 0.35, 0.38, 0.42, 0.46, 0.49, 0.53, 0.56, 0.6, 0.64, 0.67, 0.71, 0.74, 0.78, 0.81, 0.85, 0.89, 0.92, 0.96, , 1.04, 1.08, 1.13, 1.18, , 1.13, 1.04, 0.96, 0.87, 0.78, 0.69, 0.6, 0.52, 0.43, 0.34, 0.34, 0.34, 0.33, 0.34, 0.34
Slovakia, Industrial water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.23, 0.23, 0.23, 0.23, 0.24, 0.24, 0.23
Slovakia, Industrial water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.82, 0.78, , 0.75, , 0.72, 0.67, , 0.62, , 0.58, 0.54, , 0.41, , , , , , , , , , , , , , 
Slovakia, Industrial water withdrawal, 10^9 m3/year, X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.74, , 0.76, , , 0.62, , 0.62, , , 0.5, , 0.31, 0.29, 0.26, 0.25, 0.25, 0.33, 0.18, , , , , , , 
Slovenia, Industrial water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.82, 0.73, 0.72, 0.76, 0.79, 0.77, 0.83
Slovenia, Industrial water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.72, 0.74, , 0.76, , 0.77, , 0.77, 0.77, , , , , , , , , 
Slovenia, Industrial water withdrawal, 10^9 m3/year, X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.71, , , 0.76, , 0.76, , 0.78, , , 0.76, 0.99, , , , , , , 
Somalia, Industrial water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Somalia, Industrial water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Somalia, Industrial water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
South Africa, Industrial water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , 1.45, , , , , , , , , , 1.05, , , , , , , , , , , , , 1.63, , 3.59, 3.94, 4.1, 4.07, 4.25, 4.09
South Africa, Industrial water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1.1, , , , , , , , , , , , , , , , , , , , , , , , , 
South Africa, Industrial water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , 1.38, 1.31, 1.24, 1.17, , 1.09, 1.08, 1.07, 1.06, , 1.1, 1.14, 1.18, 1.23, 1.27, 1.32, 1.36, 1.4, 1.45, 1.49, 1.54, 1.58, , 2.61, , , , , , 
South Sudan, Industrial water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.23, 0.23, 0.23, 0.23, 0.23, 0.23, 0.23, 0.23, 0.23
Spain, Industrial water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , 11.92, , , , , , , , , , , , , , , , , , , , , , , , , , , , 6.34, 6.06, 5.97, 5.59, 5.72, , 5.5
Spain, Industrial water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , 10.82, 9.71, 8.61, 7.5, , 6.45, 6.49, 6.54, 6.59, 6.63, , 6.87, 7.05, , 7.34, , 7.48, 7.51, , 7.02, , , 6.77, , 6.69, , 6.46, , , , , , 5.61, 
Spain, Industrial water withdrawal, 10^9 m3/year, X, , , , , , , , , , , , , , , , , , , , , , , , , , , 6.4, , , , , , 6.68, , , 7.24, , 7.45, , , 7.55, , 6.5, 6.73, , 6.81, , 6.57, , , , , , , , 
Sri Lanka, Industrial water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , 0.2, , , , , , , , , , , , , , , 0.83, , , , , , , , , , , , , , , 
Sri Lanka, Industrial water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.51, , , , , , , , , , , , , , , , , , , , 
Sri Lanka, Industrial water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , 0.23, 0.26, 0.29, 0.32, 0.35, 0.39, 0.42, 0.45, 0.48, , 0.58, 0.64, 0.7, 0.77, , 0.83, 0.83, 0.83, 0.83, 0.83, 0.83, 0.83, 0.83, 0.83, 0.83, 0.83, 0.83, 0.83, 0.83, 0.83
Sudan, Industrial water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07
Suriname, Industrial water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , 0.02, , , , , , , , , , , , , , , , , , , 0.14, , , , , , , , , , , , , , 
Suriname, Industrial water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.02, , , , , , , , , , , , , , , , , , , , 
Suriname, Industrial water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, , 0.04, 0.06, 0.08, 0.1, 0.12, , 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14
Sweden, Industrial water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1.34, , , , , 1.27
Sweden, Industrial water withdrawal, 10^9 m3/year, I, , , , , , , 2.96, 2.96, 2.96, 2.96, , 2.96, 2.96, 2.96, 2.96, , 2.8, 2.63, 2.47, 2.3, 2.14, 2.05, 1.96, 1.87, , 1.78, 1.78, , 1.73, 1.67, 1.62, 1.56, , 1.51, 1.5, , 1.5, , 1.51, 1.52, , 1.52, , 1.54, 1.56, , 1.53, 1.48, 1.44, 1.39, , 1.33, 1.31, 1.3, 1.28, 
